ageclass_0_9_var,ageclass_10_19_var,ageclass_20_29_var,ageclass_30_39_var,ageclass_40_49_var,ageclass_50_59_var,ageclass_60_69_var,ageclass_70_79_var,ageclass_80_89_var,ageclass_90_99_var,ageclass_0_9_mean,ageclass_10_19_mean,ageclass_20_29_mean,ageclass_30_39_mean,ageclass_40_49_mean,ageclass_50_59_mean,ageclass_60_69_mean,ageclass_70_79_mean,ageclass_80_89_mean,ageclass_90_99_mean,day
892450.2777777779,41252218.54444444,64779902.933333315,56596898.888888896,249416695.9555556,3193943514.444445,13333044201.788889,26754136853.066666,16258782130.62222,573141103.6555554,24064.5,51318.9,63784.4,63180.0,95618.8,268698.0,503849.7,687199.8,559248.8,103205.1,0
892450.2777777779,41252218.54444444,64779902.933333315,56596898.888888896,249416695.9555556,3193943514.444445,13333044201.788889,26754136853.066666,16258782130.62222,573141103.6555554,24064.5,51318.9,63784.4,63180.0,95618.8,268698.0,503849.7,687199.8,559248.8,103205.1,1
