ageclass_0_9_var,ageclass_10_19_var,ageclass_20_29_var,ageclass_30_39_var,ageclass_40_49_var,ageclass_50_59_var,ageclass_60_69_var,ageclass_70_79_var,ageclass_80_89_var,ageclass_90_99_var,ageclass_0_9_mean,ageclass_10_19_mean,ageclass_20_29_mean,ageclass_30_39_mean,ageclass_40_49_mean,ageclass_50_59_mean,ageclass_60_69_mean,ageclass_70_79_mean,ageclass_80_89_mean,ageclass_90_99_mean,day
335703.51111111173,5756876.622222219,11726502.500000007,7268968.899999999,15548248.266666714,208003936.94444478,828071238.3222234,1195763262.9888875,1163795128.044448,34555702.044444524,20494.8,145624.8,187657.5,174029.7,334964.6,1138300.5,2296883.9,3248656.9,2569386.4,486075.4,0
335703.51111111173,5756876.622222219,11726502.500000007,7268968.899999999,15548248.266666714,208003936.94444478,828071238.3222234,1195763262.9888875,1163795128.044448,34555702.044444524,20494.8,145624.8,187657.5,174029.7,334964.6,1138300.5,2296883.9,3248656.9,2569386.4,486075.4,1
