ageclass_0_9_var,ageclass_10_19_var,ageclass_20_29_var,ageclass_30_39_var,ageclass_40_49_var,ageclass_50_59_var,ageclass_60_69_var,ageclass_70_79_var,ageclass_80_89_var,ageclass_90_99_var,ageclass_0_9_mean,ageclass_10_19_mean,ageclass_20_29_mean,ageclass_30_39_mean,ageclass_40_49_mean,ageclass_50_59_mean,ageclass_60_69_mean,ageclass_70_79_mean,ageclass_80_89_mean,ageclass_90_99_mean,day
892361.511111111,8852171.377777778,20292271.388888907,14693352.044444453,74638304.93333331,863213156.0999994,3445690889.1111107,7100614210.27778,4239409001.5666656,150985169.5111111,27579.2,54465.6,69707.5,66993.4,101821.4,283676.9,531007.0,725865.5,588943.3,109719.8,0
892361.511111111,8852171.377777778,20292271.388888907,14693352.044444453,74638304.93333331,863213156.0999994,3445690889.1111107,7100614210.27778,4239409001.5666656,150985169.5111111,27579.2,54465.6,69707.5,66993.4,101821.4,283676.9,531007.0,725865.5,588943.3,109719.8,1
