ageclass_0_9_var,ageclass_10_19_var,ageclass_20_29_var,ageclass_30_39_var,ageclass_40_49_var,ageclass_50_59_var,ageclass_60_69_var,ageclass_70_79_var,ageclass_80_89_var,ageclass_90_99_var,ageclass_0_9_mean,ageclass_10_19_mean,ageclass_20_29_mean,ageclass_30_39_mean,ageclass_40_49_mean,ageclass_50_59_mean,ageclass_60_69_mean,ageclass_70_79_mean,ageclass_80_89_mean,ageclass_90_99_mean,day
1032032.0111111109,6951974.222222223,4850092.944444446,4651721.822222208,15679241.599999947,63709832.54444514,568212023.28889,472390378.0111124,291032544.26666737,18158817.288888775,22704.7,153616.0,199128.5,180958.4,353179.4,1200772.9,2413058.2,3409779.7,2699084.6,508706.2,0
1032032.0111111109,6951974.222222223,4850092.944444446,4651721.822222208,15679241.599999947,63709832.54444514,568212023.28889,472390378.0111124,291032544.26666737,18158817.288888775,22704.7,153616.0,199128.5,180958.4,353179.4,1200772.9,2413058.2,3409779.7,2699084.6,508706.2,1
